0.000000 	        -20 
0.001000 	     -20.01 
0.002000 	     -20.03 
0.003000 	     -20.04 
0.004000 	     -20.06 
0.005000 	     -20.07 
0.006000 	     -20.08 
0.007000 	      -20.1 
0.008000 	     -20.11 
0.009000 	     -20.13 
0.010000 	     -20.14 
0.011000 	     -20.15 
0.012000 	     -20.17 
0.013000 	     -20.18 
0.014000 	     -20.19 
0.015000 	     -20.21 
0.016000 	     -20.22 
0.017000 	     -20.24 
0.018000 	     -20.25 
0.019000 	     -20.26 
0.020000 	     -20.28 
0.021000 	     -20.29 
0.022000 	      -20.3 
0.023000 	     -20.32 
0.024000 	     -20.33 
0.025000 	     -20.34 
0.026000 	     -20.36 
0.027000 	     -20.37 
0.028000 	     -20.39 
0.029000 	      -20.4 
0.030000 	     -20.41 
0.031000 	     -20.43 
0.032000 	     -20.44 
0.033000 	     -20.45 
0.034000 	     -20.47 
0.035000 	     -20.48 
0.036000 	     -20.49 
0.037000 	     -20.51 
0.038000 	     -20.52 
0.039000 	     -20.53 
0.040000 	     -20.55 
0.041000 	     -20.56 
0.042000 	     -20.57 
0.043000 	     -20.59 
0.044000 	      -20.6 
0.045000 	     -20.61 
0.046000 	     -20.63 
0.047000 	     -20.64 
0.048000 	     -20.65 
0.049000 	     -20.67 
0.050000 	     -20.68 
0.051000 	     -20.69 
0.052000 	      -20.7 
0.053000 	     -20.72 
0.054000 	     -20.73 
0.055000 	     -20.74 
0.056000 	     -20.76 
0.057000 	     -20.77 
0.058000 	     -20.78 
0.059000 	      -20.8 
0.060000 	     -20.81 
0.061000 	     -20.82 
0.062000 	     -20.83 
0.063000 	     -20.85 
0.064000 	     -20.86 
0.065000 	     -20.87 
0.066000 	     -20.89 
0.067000 	      -20.9 
0.068000 	     -20.91 
0.069000 	     -20.92 
0.070000 	     -20.94 
0.071000 	     -20.95 
0.072000 	     -20.96 
0.073000 	     -20.98 
0.074000 	     -20.99 
0.075000 	        -21 
0.076000 	     -21.01 
0.077000 	     -21.03 
0.078000 	     -21.04 
0.079000 	     -21.05 
0.080000 	     -21.06 
0.081000 	     -21.08 
0.082000 	     -21.09 
0.083000 	      -21.1 
0.084000 	     -21.11 
0.085000 	     -21.13 
0.086000 	     -21.14 
0.087000 	     -21.15 
0.088000 	     -21.16 
0.089000 	     -21.18 
0.090000 	     -21.19 
0.091000 	      -21.2 
0.092000 	     -21.21 
0.093000 	     -21.23 
0.094000 	     -21.24 
0.095000 	     -21.25 
0.096000 	     -21.26 
0.097000 	     -21.27 
0.098000 	     -21.29 
0.099000 	      -21.3 
0.100000 	     -21.31 
0.101000 	     -21.32 
0.102000 	     -21.34 
0.103000 	     -21.35 
0.104000 	     -21.36 
0.105000 	     -21.37 
0.106000 	     -21.38 
0.107000 	      -21.4 
0.108000 	     -21.41 
0.109000 	     -21.42 
0.110000 	     -21.43 
0.111000 	     -21.44 
0.112000 	     -21.46 
0.113000 	     -21.47 
0.114000 	     -21.48 
0.115000 	     -21.49 
0.116000 	      -21.5 
0.117000 	     -21.52 
0.118000 	     -21.53 
0.119000 	     -21.54 
0.120000 	     -21.55 
0.121000 	     -21.56 
0.122000 	     -21.57 
0.123000 	     -21.59 
0.124000 	      -21.6 
0.125000 	     -21.61 
0.126000 	     -21.62 
0.127000 	     -21.63 
0.128000 	     -21.65 
0.129000 	     -21.66 
0.130000 	     -21.67 
0.131000 	     -21.68 
0.132000 	     -21.69 
0.133000 	      -21.7 
0.134000 	     -21.71 
0.135000 	     -21.73 
0.136000 	     -21.74 
0.137000 	     -21.75 
0.138000 	     -21.76 
0.139000 	     -21.77 
0.140000 	     -21.78 
0.141000 	      -21.8 
0.142000 	     -21.81 
0.143000 	     -21.82 
0.144000 	     -21.83 
0.145000 	     -21.84 
0.146000 	     -21.85 
0.147000 	     -21.86 
0.148000 	     -21.87 
0.149000 	     -21.89 
0.150000 	      -21.9 
0.151000 	     -21.91 
0.152000 	     -21.92 
0.153000 	     -21.93 
0.154000 	     -21.94 
0.155000 	     -21.95 
0.156000 	     -21.96 
0.157000 	     -21.98 
0.158000 	     -21.99 
0.159000 	        -22 
0.160000 	     -22.01 
0.161000 	     -22.02 
0.162000 	     -22.03 
0.163000 	     -22.04 
0.164000 	     -22.05 
0.165000 	     -22.06 
0.166000 	     -22.07 
0.167000 	     -22.09 
0.168000 	      -22.1 
0.169000 	     -22.11 
0.170000 	     -22.12 
0.171000 	     -22.13 
0.172000 	     -22.14 
0.173000 	     -22.15 
0.174000 	     -22.16 
0.175000 	     -22.17 
0.176000 	     -22.18 
0.177000 	     -22.19 
0.178000 	      -22.2 
0.179000 	     -22.21 
0.180000 	     -22.23 
0.181000 	     -22.24 
0.182000 	     -22.25 
0.183000 	     -22.26 
0.184000 	     -22.27 
0.185000 	     -22.28 
0.186000 	     -22.29 
0.187000 	      -22.3 
0.188000 	     -22.31 
0.189000 	     -22.32 
0.190000 	     -22.33 
0.191000 	     -22.34 
0.192000 	     -22.35 
0.193000 	     -22.36 
0.194000 	     -22.37 
0.195000 	     -22.38 
0.196000 	     -22.39 
0.197000 	      -22.4 
0.198000 	     -22.41 
0.199000 	     -22.42 
0.200000 	     -22.43 
0.201000 	     -22.44 
0.202000 	     -22.45 
0.203000 	     -22.46 
0.204000 	     -22.47 
0.205000 	     -22.48 
0.206000 	     -22.49 
0.207000 	      -22.5 
0.208000 	     -22.51 
0.209000 	     -22.52 
0.210000 	     -22.53 
0.211000 	     -22.55 
0.212000 	     -22.56 
0.213000 	     -22.56 
0.214000 	     -22.57 
0.215000 	     -22.58 
0.216000 	     -22.59 
0.217000 	      -22.6 
0.218000 	     -22.61 
0.219000 	     -22.62 
0.220000 	     -22.63 
0.221000 	     -22.64 
0.222000 	     -22.65 
0.223000 	     -22.66 
0.224000 	     -22.67 
0.225000 	     -22.68 
0.226000 	     -22.69 
0.227000 	      -22.7 
0.228000 	     -22.71 
0.229000 	     -22.72 
0.230000 	     -22.73 
0.231000 	     -22.74 
0.232000 	     -22.75 
0.233000 	     -22.76 
0.234000 	     -22.77 
0.235000 	     -22.78 
0.236000 	     -22.79 
0.237000 	      -22.8 
0.238000 	     -22.81 
0.239000 	     -22.82 
0.240000 	     -22.83 
0.241000 	     -22.84 
0.242000 	     -22.85 
0.243000 	     -22.85 
0.244000 	     -22.86 
0.245000 	     -22.87 
0.246000 	     -22.88 
0.247000 	     -22.89 
0.248000 	      -22.9 
0.249000 	     -22.91 
0.250000 	     -22.92 
0.251000 	     -22.93 
0.252000 	     -22.94 
0.253000 	     -22.95 
0.254000 	     -22.96 
0.255000 	     -22.97 
0.256000 	     -22.97 
0.257000 	     -22.98 
0.258000 	     -22.99 
0.259000 	        -23 
0.260000 	     -23.01 
0.261000 	     -23.02 
0.262000 	     -23.03 
0.263000 	     -23.04 
0.264000 	     -23.05 
0.265000 	     -23.06 
0.266000 	     -23.06 
0.267000 	     -23.07 
0.268000 	     -23.08 
0.269000 	     -23.09 
0.270000 	      -23.1 
0.271000 	     -23.11 
0.272000 	     -23.12 
0.273000 	     -23.13 
0.274000 	     -23.13 
0.275000 	     -23.14 
0.276000 	     -23.15 
0.277000 	     -23.16 
0.278000 	     -23.17 
0.279000 	     -23.18 
0.280000 	     -23.19 
0.281000 	     -23.19 
